3 170 2.56907477364 4.47190163338 5.92108405828 0.0 1.0 0.0 1 
3 869 4.03153197266 4.30257869098 7.01815072376 0.0 3.0 0.0 1 
3 189 4.46908322185 5.76841500978 5.53359618821 0.0 2.0 0.0 1 
3 695 4.91827685254 5.98129932317 8.48315593975 1.0 1.0 1.0 2 
3 553 2.9640968923 5.699050136 3.99419837123 1.0 1.0 1.0 0 
3 660 3.37232122331 4.86367941281 5.83243914837 0.0 4.0 0.0 1 
3 241 4.8219232809 5.26927283449 6.35809602992 0.0 3.0 0.0 1 
3 904 4.43574424778 5.03988377986 2.80592927021 1.0 0.0 1.0 0 
3 597 4.70460799714 5.15258022473 6.81553785554 0.0 3.0 1.0 1 
3 325 5.88289982898 7.46503214221 7.21918124365 0.0 0.0 3.0 2 
3 957 2.89930001609 6.08486350313 5.38203392626 1.0 2.0 0.0 1 
3 797 2.68911348514 6.08727305563 4.5738257718 0.0 4.0 0.0 1 
3 862 2.97673803188 3.05295750344 4.03064120005 2.0 0.0 1.0 0 
3 365 5.59373513724 5.92489740009 5.40686230159 1.0 0.0 1.0 2 
3 348 2.40409794862 4.21966024201 5.57918751813 1.0 1.0 1.0 0 
3 430 2.90213450529 4.49279968084 3.6008913938 3.0 0.0 1.0 0 
3 52 6.27021242591 4.74667186355 7.12208200788 0.0 0.0 2.0 2 
3 703 3.10710882416 5.84102476711 5.32300877747 1.0 3.0 0.0 1 
3 999 5.18770236911 3.42528426245 3.05558841938 2.0 1.0 1.0 0 
3 946 5.01061800315 7.49413332842 7.34506324664 1.0 1.0 1.0 1 
3 741 4.79745516343 4.97988423444 8.35836631208 1.0 1.0 1.0 2 
3 377 4.55416233135 3.18890419109 8.12275935958 1.0 3.0 0.0 1 
3 803 2.91455249503 6.29882691186 8.12487929755 0.0 2.0 2.0 2 
3 667 3.58003571323 6.10723386605 5.91054133712 0.0 2.0 2.0 1 
3 819 3.30224823674 2.89539080887 4.23052585832 4.0 0.0 0.0 0 
3 795 4.54532088222 5.17247707081 3.59161581642 4.0 0.0 0.0 0 
3 809 3.25932819994 5.51982735 5.46206752696 1.0 2.0 1.0 1 
3 725 5.46152677172 4.35412795476 6.48874706791 2.0 2.0 0.0 1 
3 410 2.84787917469 4.24168182704 6.0893905523 2.0 0.0 1.0 0 
3 39 3.99621085908 3.64983559493 6.34894067471 1.0 0.0 0.0 0 
3 632 4.80366697345 4.71509056706 6.53358847342 1.0 0.0 1.0 2 
3 333 3.47369962998 5.26302696595 5.88175440785 1.0 0.0 2.0 0 
3 929 3.95983279716 5.23672434375 7.21053540166 1.0 1.0 2.0 2 
3 716 2.95104021891 3.64465884854 5.38121733308 1.0 2.0 0.0 1 
3 637 3.51606265115 4.23206503867 4.9748212878 2.0 1.0 1.0 0 
3 771 5.26273532249 7.00563570528 7.12666491221 1.0 0.0 3.0 2 
3 230 2.64928035265 3.6724334337 4.42226438202 2.0 0.0 1.0 0 
3 937 2.44289060745 5.36222817843 5.76369997112 0.0 1.0 0.0 1 
3 966 5.20484120834 6.24805524362 6.63214468726 1.0 1.0 2.0 2 
3 871 4.98228150096 6.56991250392 6.98142530042 1.0 1.0 2.0 2 
3 206 3.37745826619 4.95093124423 5.1404481434 2.0 0.0 0.0 0 
3 252 2.46623497683 4.39634739173 4.10156322299 3.0 0.0 2.0 0 
3 124 5.70510605094 6.52724985226 6.78975313281 2.0 0.0 2.0 2 
3 431 1.52611672381 2.91662259984 6.41308093543 2.0 1.0 0.0 0 
3 693 3.35544877813 2.90266119489 4.97109413834 2.0 1.0 0.0 0 
3 600 4.22450106137 3.91700183728 4.30521366174 0.0 3.0 1.0 1 
3 232 4.31866403735 5.76328514325 5.25349428899 0.0 3.0 1.0 1 
3 36 3.16213608996 6.05875182851 4.36997241816 5.0 0.0 0.0 0 
3 219 3.7701499007 4.20900346342 6.94387205426 2.0 0.0 2.0 2 
3 609 2.94700877216 5.60739260204 6.02149045962 0.0 2.0 1.0 1 
3 450 4.76240486713 4.74422673273 6.42835961778 1.0 1.0 0.0 1 
3 839 3.81371103612 6.59686038295 5.92343783902 0.0 4.0 2.0 2 
3 135 3.74094681727 2.61991584557 4.41064371298 3.0 0.0 0.0 0 
3 800 3.45523319385 6.55818225569 7.62927568521 0.0 0.0 3.0 2 
3 496 2.09643047417 2.60241341239 3.93915643148 2.0 0.0 1.0 0 
3 948 1.6403381047 3.07152600833 4.65795293947 3.0 1.0 0.0 0 
3 927 3.67410737206 3.27770407325 5.93712610386 2.0 0.0 0.0 0 
3 728 4.13178899183 5.24917396284 5.96845686365 0.0 2.0 0.0 1 
3 462 3.70086065356 4.40002277167 6.93535666534 0.0 1.0 2.0 2 
3 162 6.24203376267 5.24258084406 5.65470310309 0.0 0.0 3.0 2 
